Date,Open,High,Low,Close,Adj Close,Volume
2/4/20,91.040001,93.300003,83.5,85.790001,85.790001,10611000
2/5/20,85.769997,90.970001,83.754997,86.989998,86.989998,5126800
2/6/20,87,89.440002,85.260002,87.260002,87.260002,2410800
2/7/20,87.230003,90.599998,86.809998,88.639999,88.639999,2636600
2/10/20,89.089996,89.980003,86.910004,89.669998,89.669998,2071600
2/11/20,90,90.5,87.93,88.68,88.68,2731900
2/12/20,88.660004,89.5,86.519997,88.279999,88.279999,1671100
2/13/20,87.610001,91.93,87,89.860001,89.860001,3406400
2/14/20,90.879997,91.709999,89.809998,90.949997,90.949997,2295000
2/18/20,93.019997,98.139999,92.400002,96.389999,96.389999,5608200
2/19/20,100.32,105.080002,99.75,103.93,103.93,7793800
2/20/20,104,110.75,101.43,105.290001,105.290001,11293200
2/21/20,104.029999,104.290001,98.089996,101.760002,101.760002,5519200
2/24/20,97.800003,110,97.019997,105.010002,105.010002,12172800
2/25/20,108.519997,111.800003,104.466003,107.080002,107.080002,13425900
2/26/20,109.943001,111.300003,105.599998,106.879997,106.879997,6867500
2/27/20,109.43,118,107.599998,113.550003,113.550003,13511800
2/28/20,121.07,121.93,97.370003,105,105,21711000
3/2/20,109.349998,114.5,102.5,113.110001,113.110001,10157400
3/3/20,114.550003,119.199997,112.110001,117.470001,117.470001,11033700
3/4/20,118.510002,119.970001,113.110001,116.800003,116.800003,12102600
3/5/20,110.25,129.830002,110,125,125,28149400
3/6/20,119.650002,122,107,114.32,114.32,22975700
3/9/20,105,116.5,100.879997,113.75,113.75,14571300
3/10/20,113.800003,113.800003,105,108.489998,108.489998,10244000
3/11/20,108.410004,113.989998,107,110.300003,110.300003,12576700
3/12/20,106.25,113.871002,104.389999,109.470001,109.470001,12097900
3/13/20,113,113.800003,104.160004,107.470001,107.470001,9233500
3/16/20,105,119.870003,103.199997,107.860001,107.860001,17210700
3/17/20,107.330002,113.830002,102,111.099998,111.099998,18721500
3/18/20,111,119,108.849998,118.709999,118.709999,13594300
3/19/20,122.949997,132.229996,119.099998,123.769997,123.769997,16248400
3/20/20,129,135.979996,124,130.550003,130.550003,13872600
3/23/20,141.996994,164.940002,137.25,159.559998,159.559998,27681500
3/24/20,154,155,133.880005,135.179993,135.179993,22401300
3/25/20,140.104996,149,136.199997,138.110001,138.110001,14743000
3/26/20,140.509995,146.649994,138.199997,141.149994,141.149994,9252700
3/27/20,145.699997,154.970001,145.600006,151.699997,151.699997,13271900
3/30/20,160.759995,161.690002,147.199997,150.880005,150.880005,15762200
3/31/20,147.020004,149.789993,143.356995,146.119995,146.119995,10023700
4/1/20,144.5,144.600006,135.179993,137,137,11453300
4/2/20,125.300003,133.488998,114.5,121.93,121.93,27313800
4/3/20,124.300003,128.479996,120.110001,128.199997,128.199997,12238100
4/6/20,113.629997,125.175003,108.529999,122.940002,122.940002,25378900
4/7/20,118.004997,118.440002,109.570999,113.75,113.75,20166200
4/8/20,115.019997,125.877998,112.5,117.809998,117.809998,26243300
4/9/20,117.800003,125.5,114,124.510002,124.510002,15513000
4/13/20,127,136.860001,125.603996,135.919998,135.919998,15411700
4/14/20,141.070007,145.199997,139.009995,141.889999,141.889999,11679900
4/15/20,141.710007,152.570007,140,151.559998,151.559998,14193300
4/16/20,149.919998,154.25,146.800003,150.259995,150.259995,15138200
4/17/20,147.910004,153.789001,144.029999,150.059998,150.059998,11328400
4/20/20,153.300003,155,148.253998,148.990005,148.990005,11218700
4/21/20,151.419998,154.75,138.360001,143.270004,143.270004,9709100
4/22/20,147.100006,152.279999,145.100006,150.25,150.25,6552800
4/23/20,154.009995,169.75,153.490005,169.089996,169.089996,22159800
4/24/20,177.149994,181.5,158.300003,158.800003,158.800003,44049500
4/27/20,156.589996,167.850006,155,164.600006,164.600006,19783700
4/28/20,165,166,155.25,156.720001,156.720001,13477800
4/29/20,147.979996,151,143.380005,146.479996,146.479996,22033300
4/30/20,139.990005,143.800003,133.679993,135.169998,135.169998,16682300
5/1/20,136,141.630005,132.669998,138.559998,138.559998,13807000
5/4/20,140.770004,144.979996,140.449997,143.440002,143.440002,9184700
5/5/20,144.429993,148.440002,140.860001,144.820007,144.820007,7376300
5/6/20,145.470001,150.740005,144.089996,149.589996,149.589996,6031100
5/7/20,154.839996,162,154.039993,157.800003,157.800003,8388900
5/8/20,160,161.160004,152.705002,155.399994,155.399994,7079100
5/11/20,159.429993,168,158,166.479996,166.479996,10142700
5/12/20,168,168.229996,160.050003,161.039993,161.039993,7102600
5/13/20,163.610001,171.5,159.169998,167.139999,167.139999,11081300
5/14/20,168.259995,170.800003,162.889999,167.910004,167.910004,6730500
5/15/20,166.75,175.440002,166.559998,174.830002,174.830002,8540500
5/18/20,170.029999,173.440002,162.641998,164.690002,164.690002,9636800
5/19/20,167,173.860001,166.210007,173.679993,173.679993,8485500
5/20/20,173.529999,175.639999,170.529999,175.479996,175.479996,6910000
5/21/20,175.960007,177.800003,168.360001,172.029999,172.029999,5525300
5/22/20,171.860001,175.889999,170.199997,171.059998,171.059998,4302200
5/26/20,169.100006,169.690002,163.119995,164,164,6689700
5/27/20,158.009995,162.220001,149.160004,161.970001,161.970001,10076700
5/28/20,159.229996,169.399994,159.199997,163.550003,163.550003,6386800
5/29/20,168,179.990005,167.860001,179.479996,179.479996,15311300
6/1/20,183.179993,205.869995,183,204.149994,204.149994,24394400
6/2/20,210.25,212.690002,197.320007,208.080002,208.080002,36853400
6/3/20,211.699997,224.460007,202.320007,223.869995,223.869995,32390100
6/4/20,221,223,207.600006,210.350006,210.350006,20212600
6/5/20,200.110001,208.940002,196.100006,207.600006,207.600006,16298700
6/8/20,204.350006,211.440002,198.660004,209.830002,209.830002,10457500
6/9/20,209.830002,210.589996,202.929993,205.429993,205.429993,7521800
6/10/20,208.889999,221.529999,208.259995,221.020004,221.020004,12241100
6/11/20,219.179993,232,218.5,222.070007,222.070007,17615800
6/12/20,224.789993,231.449997,216.75,219.520004,219.520004,8766000
6/15/20,227.839996,239.589996,226.380005,239.020004,239.020004,13959100
6/16/20,235.990005,243.5,231.820999,242.559998,242.559998,11333300
6/17/20,243.179993,243.880005,235.119995,236.759995,236.759995,11691400
6/18/20,240.389999,242.610001,238.220001,241.570007,241.570007,9340900
6/19/20,241.639999,243.570007,238.703995,243.479996,243.479996,10077500
6/22/20,247.464996,254.899994,247.289993,251.270004,251.270004,11093700
6/23/20,251.259995,254.774994,247.570007,252.809998,252.809998,8791500
6/24/20,254.5,258.75,248.600006,255.899994,255.899994,9862800
6/25/20,258.230011,260.290009,252.660004,259.51001,259.51001,7490500
6/26/20,260.519989,261.619995,250.360001,256.799988,256.799988,17142900
6/29/20,254.970001,255.899994,243.589996,248.559998,248.559998,8436400
6/30/20,249.869995,256.829987,248.350006,253.539993,253.539993,6305500
7/1/20,251.350006,261,247.210007,259.130005,259.130005,6803300
7/2/20,261,263.799988,258,261.73999,261.73999,5629000
7/6/20,265,275.079987,259.320007,261,261,12250200
7/7/20,261.549988,266.450012,258.100006,262.100006,262.100006,7819700
7/8/20,263.799988,268.528015,261.290009,266.320007,266.320007,6012900
7/9/20,269.01001,272.700012,264.220001,269.519989,269.519989,5396000
7/10/20,271.769989,278.160004,268.640015,275.869995,275.869995,6354800
7/13/20,278.630005,281,256.338013,260.299988,260.299988,9293000
7/14/20,260.959991,265.329987,240.449997,260.01001,260.01001,8713100
7/15/20,253.699997,257.5,248.119995,256.220001,256.220001,6073600
7/16/20,250.389999,253,243.429993,248.539993,248.539993,5420100
7/17/20,247.169998,250.936996,241.289993,246.539993,246.539993,4626600
7/20/20,246.487,271.350006,245.990005,268.579987,268.579987,9784900
7/21/20,268.75,269.75,258.200012,260.440002,260.440002,4762000
7/22/20,261.950012,265.399994,255.809998,261.179993,261.179993,4581600
7/23/20,260.839996,264.899994,249.210007,251.5,251.5,4589400
7/24/20,246.199997,250.210007,237.199997,246.559998,246.559998,4303200
7/27/20,249.279999,252.970001,246.220001,252.330002,252.330002,3328600
7/28/20,252.699997,258.910004,251.320007,252.179993,252.179993,3366200
7/29/20,255.550003,259.929993,251.149994,252.389999,252.389999,3333700
7/30/20,250.313995,256.325989,239.320007,250,250,7926100
7/31/20,253.5,255.199997,248.360001,253.910004,253.910004,3381100
8/3/20,256.829987,271.100006,256.109985,268,268,6779300
8/4/20,268,269.190002,262,267.339996,267.339996,3087300
8/5/20,266.290009,275.093994,262.519989,272.899994,272.899994,4514900
8/6/20,273.869995,274.480011,263.910004,268.25,268.25,3602900
8/7/20,266.450012,268,252.789993,258.730011,258.730011,5024700
8/10/20,259.140015,261.440002,244.539993,250,250,5714000
8/11/20,245.479996,245.479996,230,231.039993,231.039993,9730500
8/12/20,232.300003,239.399994,230.75,236.720001,236.720001,3932300
8/13/20,238.149994,250.100006,238.149994,247.25,247.25,4749700
8/14/20,249.440002,252.429993,242.399994,244.910004,244.910004,3662800
8/17/20,248.699997,267.940002,248.509995,266.149994,266.149994,8959200
8/18/20,271.720001,277.779999,265.5,276.799988,276.799988,6517000
8/19/20,274.684998,279.589996,270.321991,273.51001,273.51001,4674000
8/20/20,274.450012,290.880005,273.98999,290.690002,290.690002,9318400
8/21/20,291,295.970001,286.944,289.679993,289.679993,5250100
8/24/20,293,293.869995,274.105988,282.279999,282.279999,6463500
8/25/20,279,293.721985,275.809998,290.440002,290.440002,4602900
8/26/20,293,302,290.850006,295.269989,295.269989,5692100
8/27/20,295.690002,301.519989,290.329987,294.679993,294.679993,5560600
8/28/20,299.220001,303.579987,297.26001,299.269989,299.269989,5353400
8/31/20,304.01001,325.899994,301.269989,325.100006,325.100006,23468100
9/1/20,439.51001,478,410.679993,457.690002,457.690002,53346800
9/2/20,445.670013,445.670013,410,423.559998,423.559998,18866800
9/3/20,399.549988,409.899994,367,381.320007,381.320007,20304300
9/4/20,375.5,386.01001,346.76001,369.890015,369.890015,13230100
9/8/20,350.700012,365.5,345.679993,350.880005,350.880005,7966500
9/9/20,369.75,394.799011,362.122986,389.649994,389.649994,17325800
9/10/20,400,407.820007,378.359985,384.480011,384.480011,11932100
9/11/20,389.130005,400.75,373.049988,383,383,9297600
9/14/20,391.744995,404.359985,386.130005,403.51001,403.51001,7963100
9/15/20,410,413.5,391.049988,410.940002,410.940002,8495600
9/16/20,406.273987,419.420013,404.220001,408.170013,408.170013,6739800
9/17/20,389,417.820007,387,413.125,413.125,9260400
9/18/20,419.799988,442,407.5,438.730011,438.730011,22315700
9/21/20,434,470,434,468.470001,468.470001,16843800
9/22/20,477,494.899994,458.75,492.600006,492.600006,16440600
9/23/20,489.48999,529.73999,483.252991,500.529999,500.529999,27051300
9/24/20,487.01001,502.25,457.690002,464.980011,464.980011,17896600
9/25/20,474.869995,500,474.869995,496.5,496.5,12906800
9/28/20,502.410004,519.77002,479.570007,487.660004,487.660004,17621300
9/29/20,488.130005,489.799988,463,465.5,465.5,15211300
9/30/20,464.209991,481.554993,462,470.109985,470.109985,8943800
10/1/20,477,483.730011,465,482.98999,482.98999,7859300
10/2/20,485.005005,507.48999,481,482.230011,482.230011,12791700
10/5/20,493.970001,496.899994,475.26001,485.369995,485.369995,7534700
10/6/20,480.51001,487.899994,473.222992,478.25,478.25,6097700
10/7/20,482.5,487.5,477.109985,480.609985,480.609985,4449500
10/8/20,484,489.48999,475.579987,478.549988,478.549988,4193100
10/9/20,487.98999,498.899994,484.079987,492.410004,492.410004,8719700
10/12/20,501.429993,506.109985,490.477997,491.540009,491.540009,6979500
10/13/20,494,520,493,518.789978,518.789978,8941500
10/14/20,518.780029,519.799988,498.600006,509.25,509.25,8327700
10/15/20,509.079987,540.049988,506.5,536.400024,536.400024,16520600
10/16/20,544,565.450012,543.25,559,559,13745800
10/19/20,572.5,588.840027,562.549988,568.340027,568.340027,15193200
10/20/20,572.330017,575.690002,534.590027,537.02002,537.02002,12098200
10/21/20,535.880005,551.659973,511.779999,513.190002,513.190002,9215400
10/22/20,521.780029,530.429993,503.470001,520.539978,520.539978,8100900
10/23/20,522.330017,527,505.410004,511.519989,511.519989,5377100
10/26/20,520.489014,541.10498,510.309998,517.789978,517.789978,10080800
10/27/20,525.219971,540,513.299988,538.98999,538.98999,7227600
10/28/20,549.5,553.859009,511.5,516.01001,516.01001,8810100
10/29/20,521.190002,525.455017,483.5,489.679993,489.679993,9207600
10/30/20,481.5,495.950012,457.019989,460.910004,460.910004,8697800
11/2/20,462.290009,477,440,453,453,8051900
11/3/20,456.328003,461.880005,445.01001,451.51001,451.51001,6497000
11/4/20,471.920013,484.940002,455.399994,483.700012,483.700012,8048500
11/5/20,497.98999,499.350006,480.760986,496.730011,496.730011,6379900
11/6/20,494.660004,505.880005,482.730011,500.109985,500.109985,4266000
11/9/20,433,446.470001,402,413.23999,413.23999,18033500
11/10/20,412.503998,414.450012,366.279999,376.01001,376.01001,20751900
11/11/20,391.649994,419.799988,385,413.339996,413.339996,16691100
11/12/20,427.850006,435.75,419.609985,428.640015,428.640015,14910000
11/13/20,425.98999,428.468994,396.869995,403.579987,403.579987,11732200
11/16/20,382.600006,400.799988,375.100006,399.149994,399.149994,12054400
11/17/20,406.290009,411.5,396.320007,401.630005,401.630005,6972100
11/18/20,399,423.5,390.220001,415.040009,415.040009,10974200
11/19/20,408.98999,427.890015,407.5,414.290009,414.290009,8007000
11/20/20,418.549988,445.299988,415.559998,439.600006,439.600006,12557900
11/23/20,432.01001,436.513,417.880005,430.279999,430.279999,8486000
11/24/20,421.505005,438.832001,420.01001,427.549988,427.549988,6148400
11/25/20,435.850006,448.480011,433.329987,443.720001,443.720001,8763700
11/27/20,453.98999,472.040009,449,471.609985,471.609985,7276400
11/30/20,485.700012,486.829987,460,478.359985,478.359985,16646500
12/1/20,434.720001,434.98999,401.720001,406.309998,406.309998,20916100
12/2/20,399,424.549988,394.570007,412.859985,412.859985,10962800
12/3/20,413,419.170013,405.019989,413.540009,413.540009,6306700
12/4/20,409.26001,418.880005,408.186005,410.01001,410.01001,4447300
12/7/20,411,416.799988,405.45401,407.850006,407.850006,4427300
12/8/20,408.869995,419.5,406.75,412,412,5319400
12/9/20,406.747986,409.98999,381.5,385.359985,385.359985,8956700
12/10/20,382.730011,399,380.269989,397.959991,397.959991,4572100
12/11/20,395.350006,397.338989,384.614014,397.01001,397.01001,4672700
12/14/20,388.950012,396.479889,376.679993,393.01001,393.01001,5403297
