Date,Open,High,Low,Close,Adj Close,Volume
2019-12-16,31.650000,31.920000,30.209999,31.340000,31.340000,3885600
2019-12-17,31.600000,33.320000,30.600000,32.930000,32.930000,5533800
2019-12-18,32.709999,33.500000,31.354000,31.889999,31.889999,4947600
2019-12-19,31.740000,32.389999,31.000000,31.930000,31.930000,3319000
2019-12-20,32.000000,32.250000,29.799999,29.990000,29.990000,8509200
2019-12-23,30.150000,30.200001,28.870001,29.219999,29.219999,4376500
2019-12-24,29.070000,29.250000,28.559999,28.750000,28.750000,1972600
2019-12-26,29.000000,29.180000,26.740000,27.000000,27.000000,8501700
2019-12-27,27.000000,27.299999,25.670000,27.000000,27.000000,6794900
2019-12-30,26.830000,28.108000,26.469999,27.690001,27.690001,4853000
2019-12-31,27.480000,29.059999,27.309999,28.400000,28.400000,3601700
2020-01-02,28.900000,30.020000,27.799999,29.740000,29.740000,5916200
2020-01-03,29.490000,31.250000,29.290001,30.600000,30.600000,4974100
2020-01-06,30.610001,31.705000,29.719999,29.750000,29.750000,4028900
2020-01-07,29.440001,30.840000,28.830000,30.400000,30.400000,3072000
2020-01-08,30.070000,30.250000,28.850000,29.650000,29.650000,7474100
2020-01-09,29.379999,29.940001,27.584999,27.870001,27.870001,6567700
2020-01-10,27.850000,28.150000,26.889999,28.010000,28.010000,5938400
2020-01-13,28.299999,28.969999,27.240000,28.530001,28.530001,3619100
2020-01-14,28.799999,30.260000,28.350000,29.690001,29.690001,4819100
2020-01-15,30.959999,31.440001,29.774000,30.860001,30.860001,7822700
2020-01-16,31.100000,31.799999,30.360001,30.830000,30.830000,5701300
2020-01-17,31.000000,31.950001,30.783001,31.700001,31.700001,3831300
2020-01-21,31.690001,33.700001,31.600000,32.000000,32.000000,4914300
2020-01-22,32.320000,33.200001,30.530001,30.680000,30.680000,5374900
2020-01-23,30.690001,31.590000,29.959999,30.059999,30.059999,3268500
2020-01-24,30.080000,30.770000,28.850000,30.500000,30.500000,5259000
2020-01-27,29.670000,31.379999,29.200001,31.250000,31.250000,4228500
2020-01-28,31.559999,31.650000,30.559999,31.379999,31.379999,3737900
2020-01-29,32.360001,32.360001,30.809999,31.500000,31.500000,3508500
2020-01-30,31.250000,32.299999,31.250000,32.259998,32.259998,3785400
2020-01-31,32.250000,32.520000,31.021000,32.360001,32.360001,3366300
2020-02-03,32.869999,33.500000,31.940001,33.369999,33.369999,4811400
2020-02-04,33.910000,34.599998,33.279999,33.470001,33.470001,7687600
2020-02-05,34.040001,34.090000,31.639999,32.700001,32.700001,9397700
2020-02-06,29.940001,30.750000,28.820000,29.000000,29.000000,12108500
2020-02-07,28.590000,28.590000,27.049999,27.860001,27.860001,7796900
2020-02-10,27.830000,29.059999,27.620001,28.600000,28.600000,3770500
2020-02-11,28.750000,29.180000,28.200001,28.650000,28.650000,2413300
2020-02-12,28.840000,29.209999,28.250000,28.340000,28.340000,2460300
2020-02-13,28.200001,30.270000,27.400000,28.850000,28.850000,6879000
2020-02-14,28.889999,28.889999,27.500000,27.660000,27.660000,2947500
2020-02-18,27.500000,27.879999,26.840000,27.080000,27.080000,2668400
2020-02-19,27.299999,27.690001,26.799999,27.100000,27.100000,3331200
2020-02-20,27.100000,27.799999,26.600000,26.980000,26.980000,3733700
2020-02-21,26.809999,26.900000,25.320000,25.490000,25.490000,5795900
2020-02-24,24.700001,27.070000,24.520000,26.500000,26.500000,26599200
2020-02-25,26.650000,28.020000,26.020000,27.110001,27.110001,10467000
2020-02-26,27.950001,29.639999,27.270000,29.190001,29.190001,12866400
2020-02-27,28.900000,29.000000,26.690001,28.719999,28.719999,7628100
2020-02-28,28.000000,28.290001,25.924999,26.690001,26.690001,9203900
2020-03-02,27.200001,29.320000,26.330000,27.920000,27.920000,6230300
2020-03-03,27.340000,27.500000,26.180000,26.684999,26.684999,7938600
2020-03-04,27.010000,27.450001,25.780001,27.250000,27.250000,5606200
2020-03-05,26.510000,27.180000,25.844999,27.100000,27.100000,5464800
2020-03-06,25.950001,26.141001,24.360001,24.980000,24.980000,7334400
2020-03-09,23.000000,24.725000,22.530001,23.209999,23.209999,5288100
2020-03-10,24.100000,24.330000,22.309999,22.969999,22.969999,6196700
2020-03-11,22.500000,23.379999,21.639999,22.000000,22.000000,6232700
2020-03-12,20.740000,20.990000,18.010000,19.510000,19.510000,8665900
2020-03-13,20.520000,20.600000,17.830000,19.719999,19.719999,8873000
2020-03-16,18.639999,22.940001,17.700001,22.250000,22.250000,12514500
2020-03-17,24.219999,27.000000,22.690001,25.450001,25.450001,15370300
2020-03-18,24.500000,27.379999,24.430000,25.790001,25.790001,11057400
2020-03-19,26.000000,26.580000,23.181000,24.990000,24.990000,6849800
2020-03-20,25.000000,25.400000,21.780001,23.010000,23.010000,7400000
2020-03-23,23.410000,24.760000,23.070000,23.340000,23.340000,5643600
2020-03-24,24.209999,25.000000,23.620001,24.570000,24.570000,5242700
2020-03-25,24.570000,25.141001,23.670000,24.520000,24.520000,4290200
2020-03-26,24.559999,26.049999,24.309999,25.750000,25.750000,4692900
2020-03-27,25.600000,26.180000,24.580000,25.980000,25.980000,4871200
2020-03-30,26.799999,28.670000,26.260000,27.700001,27.700001,12153800
2020-03-31,27.889999,28.565001,26.540001,26.549999,26.549999,5728500
2020-04-01,26.440001,29.340000,26.087000,27.959999,27.959999,11805500
2020-04-02,28.049999,28.480000,25.850000,26.740000,26.740000,6040000
2020-04-03,27.070000,29.110001,26.950001,28.750000,28.750000,7756100
2020-04-06,29.190001,29.450001,28.020000,28.370001,28.370001,7596600
2020-04-07,28.799999,28.959999,26.059999,27.580000,27.580000,6166800
2020-04-08,27.299999,27.740000,26.910000,27.500000,27.500000,3959300
2020-04-09,27.620001,29.030001,27.320000,28.450001,28.450001,5549100
2020-04-13,28.530001,32.279999,28.459999,31.990000,31.990000,9420300
2020-04-14,32.330002,32.480000,30.570000,31.879999,31.879999,5330400
2020-04-15,32.130001,36.029999,31.700001,35.610001,35.610001,13312700
2020-04-16,34.500000,38.080002,34.110001,36.349998,36.349998,11378200
2020-04-17,33.900002,35.049999,32.106998,33.490002,33.490002,9704700
2020-04-20,31.860001,32.869999,30.969999,31.070000,31.070000,11465200
2020-04-21,31.270000,32.320000,29.510000,31.389999,31.389999,9477800
2020-04-22,31.799999,32.020000,30.420000,31.180000,31.180000,5481700
2020-04-23,31.160000,31.750000,29.330000,29.889999,29.889999,6794100
2020-04-24,30.250000,33.020000,30.010000,31.740000,31.740000,14817300
2020-04-27,32.439999,33.736000,31.730000,31.780001,31.780001,6948400
2020-04-28,31.940001,32.169998,29.799999,30.000000,30.000000,7577300
2020-04-29,29.670000,32.200001,29.639999,31.889999,31.889999,6454900
2020-04-30,32.439999,32.490002,31.200001,31.500000,31.500000,3339600
2020-05-01,31.030001,32.660000,30.700001,32.049999,32.049999,4531900
2020-05-04,32.360001,34.169998,32.029999,33.900002,33.900002,8916500
2020-05-05,34.959999,36.360001,34.250000,36.220001,36.220001,16784700
2020-05-06,36.830002,39.256001,35.209999,38.029999,38.029999,27262600
2020-05-07,45.689999,45.700001,40.799999,44.119999,44.119999,53226000
2020-05-08,42.110001,43.270000,41.270000,43.000000,43.000000,21728700
2020-05-11,42.509998,44.349998,42.009998,42.799999,42.799999,12684500
2020-05-12,44.320000,47.830002,44.049999,46.169998,46.169998,25236500
2020-05-13,46.689999,46.799999,42.389999,45.169998,45.169998,15197600
2020-05-14,45.389999,47.380001,44.811001,45.110001,45.110001,12971100
2020-05-15,45.250000,49.680000,45.130001,48.419998,48.419998,15808900
2020-05-18,47.290001,48.215000,43.400002,43.610001,43.610001,16883300
2020-05-19,45.080002,45.349998,44.000000,44.799999,44.799999,7668000
2020-05-20,44.849998,45.889999,44.130001,45.110001,45.110001,5450300
2020-05-21,44.980000,45.667999,44.029999,45.299999,45.299999,4292700
2020-05-22,45.139999,46.869999,44.799999,45.810001,45.810001,6230500
2020-05-26,44.740002,45.500000,41.680000,41.700001,41.700001,9621800
2020-05-27,41.000000,41.369999,38.799999,41.070000,41.070000,11618100
2020-05-28,40.849998,42.939999,40.770000,42.610001,42.610001,6016700
2020-05-29,43.040001,44.389999,41.139999,42.189999,42.189999,6720500
2020-06-01,42.101002,45.910000,41.259998,45.849998,45.849998,9712800
2020-06-02,45.799999,49.299999,45.560001,49.009998,49.009998,15354600
2020-06-03,48.209999,48.400002,46.259998,47.830002,47.830002,7144800
2020-06-04,47.400002,49.189999,46.650002,47.880001,47.880001,6268300
2020-06-05,45.119999,46.880001,44.410000,45.900002,45.900002,8244100
2020-06-08,45.200001,45.410000,42.900002,44.779999,44.779999,8705000
2020-06-09,45.369999,48.049999,45.110001,47.639999,47.639999,7740200
2020-06-10,48.200001,48.782001,46.529999,47.110001,47.110001,5503400
2020-06-11,45.930000,49.400002,45.509998,45.980000,45.980000,8274300
2020-06-12,47.075001,48.250000,45.639999,47.099998,47.099998,5831900
2020-06-15,48.270000,51.000000,47.080002,49.939999,49.939999,11490900
2020-06-16,48.450001,51.450001,47.040001,49.910000,49.910000,10908200
2020-06-17,50.119999,51.709999,48.730000,49.169998,49.169998,9146600
2020-06-18,49.720001,51.250000,49.250000,51.080002,51.080002,8064400
2020-06-19,51.130001,51.950001,50.389999,50.889999,50.889999,9522200
2020-06-22,52.000000,55.029999,51.650002,53.029999,53.029999,13253300
2020-06-23,54.490002,56.599998,53.720001,54.880001,54.880001,12747300
2020-06-24,55.980000,57.270000,52.419998,55.549999,55.549999,14527100
2020-06-25,56.389999,58.299999,55.000000,58.060001,58.060001,10180700
2020-06-26,58.500000,60.000000,56.395000,58.430000,58.430000,15952500
2020-06-29,58.049999,58.400002,55.680000,57.209999,57.209999,6649500
2020-06-30,56.240002,59.110001,56.180000,57.770000,57.770000,6536600
2020-07-01,57.540001,61.000000,56.919998,60.250000,60.250000,8335000
2020-07-02,60.849998,61.389999,58.910000,59.160000,59.160000,5475500
2020-07-06,59.250000,62.340000,59.240002,60.480000,60.480000,5926700
2020-07-07,61.000000,62.200001,59.700001,60.820000,60.820000,6873800
2020-07-08,61.040001,63.250000,61.040001,62.520000,62.520000,6058400
2020-07-09,63.881001,65.720001,63.560001,64.489998,64.489998,7527100
2020-07-10,64.820000,68.779999,63.799999,68.470001,68.470001,9163700
2020-07-13,69.250000,69.727997,61.009998,61.580002,61.580002,13147300
2020-07-14,62.580002,65.080002,60.099998,62.950001,62.950001,9576400
2020-07-15,61.430000,63.720001,60.869999,63.130001,63.130001,5347400
